account_id,borrower_income,dti_ratio,interest_rate,credit_utilization,delinquencies_6m,current_balance,default_flag,probability_of_default
1107,112154.65,0.2524,0.1303,0.5106,0,10522.28,1,0.35910223208079806
1108,69364.45,0.2086,0.1762,0.5776,0,32017.08,1,0.5494183681920982
1109,71438.76,0.3379,0.196,0.7762,1,13059.65,1,0.9362998763336853
1110,63138.85,0.1367,0.1125,0.2524,0,18838.74,0,0.18357486619110117
1111,20000.0,0.2053,0.2256,0.6891,1,25384.72,1,0.9313804071495154
1112,64337.15,0.2121,0.2283,0.4316,0,11294.64,1,0.5328113447378962
1113,66505.76,0.0486,0.0577,0.5264,0,5831.26,0,0.2098773315432205
1114,126581.05,0.0319,0.0528,0.3119,0,18083.44,0,0.06267481522548016
1115,60190.98,0.2683,0.1308,0.2671,0,37972.63,0,0.30933637808067216
1116,72538.68,0.0369,0.1622,0.4838,0,5615.2,0,0.2949286917138476
1117,64132.21,0.183,0.1028,0.4487,1,9377.36,1,0.6211412608902906
1118,35783.05,0.1022,0.0993,0.3694,0,37274.19,0,0.25713696963398763
1119,93570.57,0.2304,0.1789,0.3198,0,17234.07,0,0.3146911607449942
1120,83798.33,0.3319,0.1643,0.467,0,42528.54,0,0.5194525622728067
1121,84775.8,0.33,0.0818,0.4706,0,20209.77,1,0.3832019618679935
1122,42265.31,0.2591,0.2181,0.4368,0,36868.16,1,0.6156117166126012
1123,100069.86,0.2508,0.1792,0.1357,0,15351.59,0,0.20370032499189172
1124,29953.72,0.352,0.1189,0.4053,0,7473.25,1,0.5435700245857171
1125,79671.43,0.257,0.1799,0.6028,1,40262.18,1,0.8366922985160288
1126,119761.39,0.1445,0.0714,0.6481,0,42091.86,1,0.26899326662920353
1127,40236.59,0.0366,0.139,0.9028,0,33323.99,1,0.6576575312308284
1128,50842.56,0.3886,0.0821,0.5735,1,35802.71,1,0.8401592111635051
1129,67491.28,0.5215,0.0579,0.6241,0,5285.1,1,0.6786596981579778
1130,52413.11,0.1545,0.1143,0.561,0,35152.94,0,0.4245637199156419
1131,26233.41,0.1648,0.0786,0.1734,1,23887.86,0,0.43492224447792444
1132,66714.07,0.033,0.1704,0.7023,0,23111.62,1,0.484267351589892
1133,38442.41,0.1645,0.1781,0.5085,1,26602.8,1,0.7976619188657997
1134,76839.81,0.2009,0.0783,0.2536,0,15848.41,0,0.16656435628453592
1135,42014.39,0.1097,0.0547,0.8136,0,32851.54,0,0.514146556512349
1136,103748.36,0.1042,0.2006,0.1988,0,16823.55,1,0.16828029582628415
1137,45418.67,0.2178,0.0504,0.4221,0,27344.27,0,0.2936933134099917
1138,56948.46,0.1969,0.1153,0.6056,0,10477.09,1,0.49043954007061524
1139,85337.93,0.113,0.144,0.3584,1,32003.03,1,0.5016481617762482
1140,34228.39,0.3889,0.2055,0.3776,0,12584.51,1,0.6806185118960266
1141,70686.5,0.0118,0.2093,0.6292,0,11816.56,1,0.4600766766594177
1142,97678.57,0.3632,0.1877,0.4288,0,5971.33,1,0.5226032620375679
1143,24812.92,0.1139,0.097,0.7051,1,9871.43,1,0.8048363721751643
1144,69615.85,0.1932,0.1868,0.6691,0,14302.81,1,0.6241160656569565
1145,71497.07,0.2672,0.0968,0.4809,0,13892.37,1,0.39000181797780076
1146,84545.57,0.2249,0.0908,0.2613,0,18106.86,1,0.1842875825439781
1147,34076.23,0.1649,0.154,0.3472,1,7176.66,1,0.6748027417323801
1148,31988.58,0.1481,0.179,0.6455,0,42407.92,0,0.6403757374742247
1149,78048.54,0.1967,0.0601,0.8311,0,9767.04,1,0.5306081457444258
1150,72424.62,0.3506,0.0614,0.1314,0,33078.56,0,0.17953807081327108
1151,71262.32,0.2793,0.199,0.6779,0,26402.93,0,0.7154260057958195
1152,73661.21,0.0944,0.2133,0.227,0,27111.55,1,0.2378194632909911
1153,47999.38,0.4438,0.1648,0.5876,0,9220.67,1,0.7756243145174704
1154,70806.34,0.0614,0.1315,0.8308,0,14728.6,1,0.5406148609393967
1155,72326.81,0.3872,0.2106,0.6722,0,36195.25,1,0.7977748623659895
1156,47141.21,0.2942,0.1885,0.2062,0,23547.46,1,0.402784633435746
1157,111644.36,0.0651,0.1601,0.6816,0,23282.71,0,0.3734789671849237
1158,76845.82,0.3644,0.1108,0.4307,0,26836.47,1,0.44833204548502803
1159,35217.41,0.2992,0.0876,0.5608,0,22352.24,1,0.5559717408218486
1160,81413.84,0.2723,0.1295,0.3688,0,37245.44,1,0.3379179701428238
1161,40632.96,0.1174,0.1045,0.7226,0,34948.21,1,0.5333738942323728
1162,84677.12,0.2138,0.1145,0.8378,0,17680.17,0,0.6237531869789339
1163,93964.89,0.1284,0.148,0.6727,0,37483.24,1,0.44561167534555945
1164,44482.94,0.244,0.0821,0.8322,0,25744.26,1,0.6848605437954542
1165,89084.4,0.0831,0.2032,0.7952,0,30109.47,0,0.6050656728292427
1166,75319.52,0.4685,0.0777,0.292,0,39647.03,1,0.38308914689985507
1167,85551.5,0.2262,0.1414,0.5742,0,24039.73,1,0.4659240830179872
1168,112419.82,0.1708,0.1917,0.6319,0,35250.41,1,0.479410012758346
1169,58865.3,0.2848,0.1422,0.8976,1,30123.49,1,0.9340023164664744
1170,46156.6,0.4588,0.1186,0.7785,0,22069.8,1,0.8359951998104588
1171,42762.14,0.1312,0.1402,0.409,0,36561.93,1,0.3498553683128015
1172,44604.74,0.331,0.2112,0.4562,0,9206.36,1,0.6755797498301075
1173,63072.46,0.2347,0.2382,0.5885,0,28248.81,1,0.6910505837226731
1174,73528.8,0.1937,0.1699,0.7153,0,6856.43,1,0.6245302603129863
1175,71917.27,0.0217,0.2008,0.5353,2,11246.77,1,0.8808033807100785
1176,85679.58,0.2645,0.0528,0.6524,1,28954.95,1,0.7148548505474076
1177,65325.05,0.3222,0.2173,0.5029,0,17304.27,1,0.6662801272075434
1178,101338.35,0.3922,0.2313,0.3282,0,15499.0,1,0.5312857793017375
1179,58383.58,0.3278,0.1593,0.3852,0,43233.55,1,0.5026551662554144
1180,133004.23,0.1853,0.1932,0.4605,1,19636.22,0,0.6157112866734766
1181,80641.68,0.1105,0.1474,0.4959,0,27589.66,1,0.3240541855598153
1182,43571.06,0.0251,0.1044,0.1669,1,26369.95,0,0.3097587661074946
1183,38227.69,0.3371,0.2119,0.5638,0,7480.74,0,0.7638021371712483
1184,77061.81,0.2659,0.1634,0.6986,0,31971.03,1,0.6560927777521909
1185,59413.43,0.2091,0.1601,0.3486,1,25516.05,1,0.6666106940364844
1186,82850.01,0.1088,0.1752,0.2759,1,20256.68,1,0.48851007757037135
1187,76830.94,0.0468,0.2126,0.7957,0,7640.67,0,0.6165472657714386
1188,63179.28,0.4811,0.1891,0.511,0,16720.56,1,0.7583336023386706
1189,43830.16,0.4341,0.0901,0.565,0,40363.82,1,0.6624352119425156
1190,27128.82,0.5038,0.1387,0.4428,0,11948.45,1,0.7353985938869386
1191,53837.13,0.4675,0.2363,0.2777,0,13773.35,1,0.6765564558888877
1192,86409.97,0.2099,0.1554,0.6465,0,13211.76,1,0.530716371845132
1193,70352.34,0.1098,0.2283,0.2849,0,40632.19,1,0.31290772410324524
1194,33856.53,0.1696,0.2045,0.7429,0,32999.82,1,0.7550848931433155
1195,69329.52,0.115,0.1765,0.0876,0,40273.72,0,0.1487288498435527
1196,74632.93,0.132,0.1164,0.8724,1,41549.86,0,0.8419240897322604
1197,42903.56,0.2806,0.1078,0.1505,0,42118.7,0,0.2456991391287842
1198,68843.13,0.0989,0.1723,0.5052,1,24428.62,1,0.6859775479820995
1199,66455.22,0.2401,0.1322,0.2658,0,24048.95,0,0.2760039083445143
1200,36425.74,0.0705,0.2018,0.749,0,38156.91,0,0.675520868601307
1201,73944.68,0.2251,0.1945,0.7362,0,18277.07,1,0.7013253034364688
1202,79019.61,0.2102,0.1093,0.2027,0,5888.45,0,0.17417837749554813
1203,92076.28,0.4574,0.1835,0.5357,1,18261.91,1,0.8875001181790274
1204,91345.05,0.0783,0.144,0.4999,0,33654.01,0,0.2750358955231809
1205,30558.27,0.1447,0.1114,0.1432,0,9944.56,1,0.18125546927687838
1206,41554.37,0.1535,0.1285,0.4427,1,36391.23,0,0.6804849483321758
1207,77875.88,0.3503,0.2201,0.78,0,37618.97,0,0.8313379699358309
1208,77844.65,0.2213,0.1183,0.595,2,9036.49,1,0.911496812223836
1209,77876.19,0.2881,0.1046,0.6767,0,8913.57,0,0.5641882598166954
1210,161318.29,0.2386,0.1168,0.4425,0,12952.49,0,0.19438563271330972
1211,79272.26,0.0883,0.0908,0.601,0,19255.58,1,0.3017766783468341
1212,93389.14,0.1215,0.1535,0.3985,1,26309.34,0,0.5383315051911602
1213,88850.04,0.3123,0.078,0.6337,0,24421.68,0,0.4810938478920839
1214,81284.78,0.2649,0.2053,0.6084,0,39126.74,1,0.6424420628242244
1215,57118.27,0.1607,0.0929,0.6338,2,10689.28,1,0.9059855034350326
1216,83974.23,0.0392,0.1636,0.4306,1,32902.91,0,0.5275552399553537
1217,45679.37,0.0986,0.0738,0.6294,0,26955.46,0,0.37907002002757023
1218,59079.53,0.2679,0.2359,0.4459,0,34472.99,0,0.6196144658908215
1219,52865.91,0.1118,0.1364,0.54,0,18677.86,1,0.4039443289551061
1220,67046.85,0.4633,0.2062,0.7627,0,23855.19,1,0.8779566841897142
1221,122866.46,0.5936,0.196,0.4429,0,6143.72,1,0.6910700411362731
1222,20000.0,0.1839,0.1856,0.6348,0,9644.24,1,0.6977136729917164
1223,82156.5,0.3323,0.2072,0.4708,1,19999.82,1,0.8378062479021888
1224,24682.1,0.266,0.0691,0.3764,0,24250.19,0,0.3728406938096769
1225,53201.7,0.3412,0.1789,0.6621,1,8429.88,1,0.9162453589493278
1226,92223.76,0.5287,0.1005,0.4824,0,37999.53,0,0.5878667014506483
1227,66607.0,0.2345,0.1993,0.7282,0,42842.09,1,0.7243392936308344
1228,38056.38,0.0107,0.2318,0.4318,0,28855.9,1,0.41597220627509174
1229,47117.41,0.2697,0.2213,0.4843,0,7136.08,1,0.6545745575653981
1230,81989.94,0.4136,0.0718,0.5207,0,34553.05,0,0.48989433680899847
1231,46740.83,0.0458,0.1202,0.2543,1,13686.55,0,0.40972088595495837
1232,70411.46,0.4855,0.1192,0.6336,0,34346.07,1,0.7357008323350537
1233,66139.3,0.5148,0.0732,0.5044,0,22373.84,1,0.6100874027291565
1234,48709.99,0.3522,0.0686,0.6038,1,7137.07,1,0.8253990481913873
1235,118598.6,0.0633,0.1231,0.6619,0,16149.96,1,0.2885970873743344
1236,80847.98,0.2113,0.2385,0.7326,0,22081.2,1,0.734171621081028
1237,20000.0,0.116,0.1581,0.2353,0,34450.01,0,0.28881143867992165
1238,69661.36,0.2757,0.1681,0.2419,0,10322.77,0,0.33139611437683825
1239,48455.34,0.0965,0.1395,0.3607,0,16480.07,0,0.27556379937444675
1240,86310.83,0.4142,0.1758,0.5877,0,8341.49,1,0.6963425218380022
1241,45186.98,0.1832,0.2318,0.5005,0,29632.28,1,0.6125730551814548
1242,62131.59,0.1692,0.1619,0.1995,0,23970.86,0,0.2305973875994089
1243,77624.68,0.157,0.0624,0.7299,0,42160.2,1,0.41685869322584135
1244,86643.88,0.1459,0.1436,0.4351,0,34622.12,0,0.29212564027435856
1245,34992.59,0.2018,0.2386,0.4482,0,36115.49,1,0.6228737791580886
1246,56637.47,0.0325,0.1236,0.3456,1,11575.7,1,0.45235528264461466
1247,53126.37,0.2863,0.1628,0.2235,0,15664.9,1,0.35518236523590596
1248,48666.77,0.1244,0.0703,0.3039,0,25525.58,0,0.18092583911288007
1249,109136.36,0.3389,0.0768,0.3275,0,5539.38,0,0.23509474505327926
1250,75124.54,0.3575,0.2162,0.6155,0,39805.13,1,0.7478117673859587
1251,33477.9,0.356,0.1071,0.51,1,36109.62,1,0.8411294224602953
1252,87946.55,0.2796,0.108,0.4577,0,7317.59,0,0.3629659148058203
1253,118053.9,0.2528,0.1236,0.6017,0,38961.36,0,0.40537980972438137
1254,90811.63,0.3981,0.2336,0.6756,0,5179.52,1,0.801701998340119
1255,27015.75,0.2824,0.066,0.6835,1,9568.77,1,0.8515700039865721
1256,52894.15,0.2788,0.2056,0.5797,0,7214.58,1,0.6949004562417495
1257,96672.78,0.3187,0.1149,0.6713,0,24166.4,1,0.5596994755717188
1258,47308.26,0.474,0.2114,0.6967,0,36361.99,1,0.8834147385624136
1259,76095.49,0.5229,0.2384,0.6456,2,12141.57,1,0.9883143047337448
1260,84365.85,0.0544,0.1162,0.2678,1,35859.46,1,0.3356921884220416
1261,41826.74,0.3577,0.0746,0.5955,0,12396.99,0,0.5999012854597074
1262,63511.87,0.0927,0.0774,0.4664,0,44621.45,1,0.23211292347345078
1263,20000.0,0.2251,0.1942,0.2605,1,39138.98,0,0.7458780880545919
1264,39390.31,0.0957,0.0775,0.2926,0,34487.47,0,0.18011707040303368
1265,58685.8,0.1591,0.0995,0.6948,0,28667.54,0,0.49733097495846296
1266,33805.42,0.0564,0.0888,0.4239,1,14701.93,0,0.5359632508599899
1267,105810.28,0.3641,0.1176,0.4672,0,9770.7,0,0.4190202619350987
1268,29246.47,0.3037,0.0641,0.3849,0,23412.27,1,0.3942308830327884
1269,53998.89,0.5295,0.2128,0.7063,0,21106.41,1,0.9009179032240323
1270,68268.51,0.3525,0.2134,0.493,0,31979.24,1,0.6720531595419033
1271,101031.83,0.0556,0.1285,0.6947,0,11803.59,1,0.3504978503308205
1272,29103.45,0.4077,0.1663,0.7333,0,27485.14,1,0.8550299566239185
1273,94079.09,0.1195,0.172,0.1807,0,32734.01,0,0.1550146691551893
1274,65255.83,0.2518,0.1924,0.3106,0,16958.65,1,0.4103433230145974
1275,40462.28,0.0831,0.1489,0.6626,1,36200.57,1,0.7951498751404835
1276,76552.59,0.4744,0.147,0.2076,0,22273.71,1,0.4303759265145391
1277,69976.49,0.1195,0.1699,0.5818,0,11505.24,1,0.45807166176932185
1278,49994.58,0.1384,0.1836,0.6368,0,12790.8,1,0.5908610928160667
1279,66745.05,0.4318,0.1159,0.2726,0,16155.94,1,0.4161213402404202
1280,55367.16,0.1651,0.1128,0.5348,0,11325.05,0,0.40403566678532493
1281,67837.93,0.4439,0.1012,0.7369,0,27516.78,1,0.7522169080236412
1282,81553.27,0.2118,0.1543,0.3732,1,42965.65,1,0.6291648092448258
1283,104650.42,0.166,0.1184,0.4189,0,40842.92,0,0.23038129366149532
1284,34054.61,0.0429,0.1527,0.0891,1,17950.16,0,0.3602788721188501
1285,118325.83,0.3562,0.1271,0.5009,0,39586.77,1,0.42426468810917706
1286,20000.0,0.4948,0.209,0.1715,0,43160.92,0,0.6552273671448537
1287,61205.37,0.2464,0.0639,0.074,0,16766.69,0,0.12249949923934017
1288,79707.93,0.4962,0.1587,0.5519,1,41211.4,1,0.9018972536480243
1289,72024.8,0.1273,0.1594,0.6086,0,44897.16,1,0.4646699499492323
1290,49432.51,0.2917,0.1229,0.2879,1,36906.87,1,0.6576723645519393
1291,59796.94,0.1581,0.13,0.5443,0,20608.93,0,0.4224858697577894
1292,52674.98,0.4528,0.202,0.7726,1,29341.66,1,0.9653543957382953
1293,50265.88,0.1702,0.1033,0.3862,0,19567.47,1,0.29583240028446295
1294,86240.05,0.2542,0.2156,0.7793,1,44838.45,0,0.914655706643914
1295,73925.39,0.3633,0.2203,0.8797,1,7714.13,1,0.9629263022312605
1296,47677.26,0.4362,0.1736,0.5128,1,40723.21,1,0.9071098632629264
1297,87490.0,0.4877,0.1968,0.6182,0,7981.93,1,0.7911036278432109
1298,72682.49,0.0433,0.1665,0.6011,0,6687.91,1,0.39213003731823864
1299,85321.55,0.367,0.1498,0.4363,0,42597.58,1,0.4993456408042621
1300,80740.72,0.2238,0.2337,0.3458,0,39691.28,1,0.44313202682573044
1301,44275.12,0.2458,0.1037,0.7448,0,19462.47,1,0.6556435785192082
1302,50995.47,0.261,0.0793,0.5776,1,43301.29,1,0.7643844975945031
1303,83682.34,0.0858,0.1046,0.3066,2,39474.28,1,0.6768261404866873
1304,80259.26,0.3017,0.1668,0.5927,1,41079.32,1,0.8422004374150326
1305,64477.46,0.1312,0.0852,0.4573,0,28804.62,0,0.26114521302929533
1306,67933.18,0.0746,0.2227,0.3732,1,43333.14,0,0.646796318683961
1307,96941.62,0.3434,0.1281,0.637,1,37383.29,1,0.8255380485561334
1308,50210.72,0.3513,0.2115,0.2763,0,42598.11,1,0.5425228400027478
1309,78677.43,0.3926,0.0974,0.6167,0,16260.44,1,0.5978808689756311
1310,59945.18,0.187,0.1095,0.5911,0,26283.9,1,0.4525907855250075
1311,59557.97,0.4699,0.0613,0.4296,0,39706.51,1,0.5053944822828144
1312,92469.42,0.2188,0.099,0.4461,0,28189.16,0,0.28272371201685087
1313,85635.41,0.427,0.1432,0.6781,1,37043.93,0,0.9012017777127436
1314,85337.74,0.3982,0.2298,0.5074,0,43923.88,1,0.7063011088919464
1315,97636.97,0.1571,0.1239,0.4707,0,37182.51,1,0.2757550589458466
1316,65525.1,0.1656,0.1716,0.773,0,17614.38,1,0.6640433648626453
1317,82048.82,0.2474,0.1313,0.655,1,9747.98,1,0.8055763606615155
1318,57243.33,0.5172,0.0589,0.3702,0,15909.87,1,0.5027596341958172
1319,73104.16,0.1761,0.1457,0.5243,0,31511.64,1,0.41680558765669296
1320,61746.42,0.2626,0.0625,0.5889,0,5437.77,0,0.43886224022702736
1321,67424.9,0.266,0.2179,0.3392,2,12588.75,1,0.9190662684930107
1322,79878.93,0.1715,0.1931,0.3966,0,18076.11,1,0.37291703561536754
1323,44544.48,0.4584,0.1219,0.3333,0,40009.0,1,0.553444062474897
1324,117309.68,0.1642,0.1716,0.4388,0,7040.17,0,0.28546898211125404
1325,39849.57,0.2731,0.0713,0.3794,0,6997.45,0,0.35045171705148054
1326,34645.28,0.2957,0.1835,0.3556,0,27071.3,1,0.5466106743219029
1327,93952.77,0.3566,0.2063,0.2117,3,12110.65,1,0.9632142392425351
1328,84791.57,0.2639,0.2061,0.7335,0,14688.61,0,0.7233051167036978
1329,80603.0,0.1358,0.104,0.5036,0,12369.44,0,0.2881918469346058
1330,80708.64,0.4507,0.1001,0.7394,0,28264.29,1,0.7332462209703586
1331,64693.83,0.0082,0.1491,0.6504,2,7221.91,1,0.8860597149560505
1332,42568.64,0.1998,0.2339,0.2337,0,42600.0,1,0.4232105724983821
1333,66895.11,0.2256,0.2249,0.4914,0,9925.54,0,0.5815198972704687
1334,48070.96,0.3221,0.1183,0.6032,0,43063.82,1,0.6288498444939549
1335,89377.99,0.1563,0.1982,0.4972,0,36125.16,1,0.42375867770299025
1336,61323.57,0.3195,0.2251,0.517,1,38120.64,1,0.8876548542798604
1337,44362.57,0.2568,0.0996,0.7224,1,11912.33,1,0.8620791493326604
1338,56965.35,0.3196,0.2078,0.7432,0,31785.88,1,0.8149999874925188
1339,75323.29,0.3591,0.1009,0.3977,0,37682.89,1,0.40475166793334266
1340,50906.89,0.3029,0.1152,0.3782,1,27321.42,0,0.7157053190599592
1341,44444.49,0.3721,0.0878,0.6244,1,27042.99,1,0.8657644421430002
